posting_id,job_title,region,seniority_level,required_skills_text,ground_truth_skills
JOB-0110,Machine Learning Engineer,Europe,Junior,"Seeking Junior Machine Learning Engineer proficient in Cloud (AWS/GCP/Azure), Python, Docker/Kubernetes, PyTorch, Git/CI-CD.","Cloud (AWS/GCP/Azure), Python, Docker/Kubernetes, PyTorch, Git/CI-CD"
JOB-0111,Cloud Solution Architect,North America,Senior,"Seeking Senior Cloud Solution Architect proficient in Git/CI-CD, Cloud (AWS/GCP/Azure), Linux, Go.","Git/CI-CD, Cloud (AWS/GCP/Azure), Linux, Go"
JOB-0112,Data Scientist,Asia-Pacific,Junior,"Seeking Junior Data Scientist proficient in Data Modeling, Machine Learning, Tableau/PowerBI, SQL, Python, Scikit-Learn, R.","Data Modeling, Machine Learning, Tableau/PowerBI, SQL, Python, Scikit-Learn, R"
JOB-0113,Machine Learning Engineer,North America,Senior,"Seeking Senior Machine Learning Engineer proficient in Cloud (AWS/GCP/Azure), MLOps, PyTorch, Git/CI-CD, Python, Docker/Kubernetes, Deep Learning.","Cloud (AWS/GCP/Azure), MLOps, PyTorch, Git/CI-CD, Python, Docker/Kubernetes, Deep Learning"
JOB-0114,Cloud Solution Architect,North America,Junior,"Seeking Junior Cloud Solution Architect proficient in Linux, Python, Git/CI-CD, Go, Docker/Kubernetes, Cloud (AWS/GCP/Azure).","Linux, Python, Git/CI-CD, Go, Docker/Kubernetes, Cloud (AWS/GCP/Azure)"
JOB-0115,Machine Learning Engineer,Europe,Mid-Level,"Seeking Mid-Level Machine Learning Engineer proficient in Cloud (AWS/GCP/Azure), Deep Learning, PyTorch, MLOps, Python, Docker/Kubernetes, Git/CI-CD.","Cloud (AWS/GCP/Azure), Deep Learning, PyTorch, MLOps, Python, Docker/Kubernetes, Git/CI-CD"
JOB-0116,BI Developer,Asia-Pacific,Junior,"Seeking Junior BI Developer proficient in SQL, Excel, ETL Pipelines, Tableau/PowerBI.","SQL, Excel, ETL Pipelines, Tableau/PowerBI"
JOB-0117,Cloud Solution Architect,North America,Mid-Level,"Seeking Mid-Level Cloud Solution Architect proficient in Linux, Go, Python, Cloud (AWS/GCP/Azure).","Linux, Go, Python, Cloud (AWS/GCP/Azure)"
JOB-0118,Machine Learning Engineer,North America,Junior,"Seeking Junior Machine Learning Engineer proficient in Deep Learning, Python, Docker/Kubernetes, Cloud (AWS/GCP/Azure), Git/CI-CD, PyTorch.","Deep Learning, Python, Docker/Kubernetes, Cloud (AWS/GCP/Azure), Git/CI-CD, PyTorch"
JOB-0119,Data Engineer,North America,Senior,"Seeking Senior Data Engineer proficient in Docker/Kubernetes, SQL, Cloud (AWS/GCP/Azure), Python, NoSQL, PySpark/Spark.","Docker/Kubernetes, SQL, Cloud (AWS/GCP/Azure), Python, NoSQL, PySpark/Spark"
JOB-0120,Machine Learning Engineer,Europe,Senior,"Seeking Senior Machine Learning Engineer proficient in PyTorch, Docker/Kubernetes, MLOps, Deep Learning, Python, Git/CI-CD.","PyTorch, Docker/Kubernetes, MLOps, Deep Learning, Python, Git/CI-CD"
JOB-0121,Data Engineer,Europe,Mid-Level,"Seeking Mid-Level Data Engineer proficient in NoSQL, Cloud (AWS/GCP/Azure), ETL Pipelines, SQL, Python, PySpark/Spark, Docker/Kubernetes.","NoSQL, Cloud (AWS/GCP/Azure), ETL Pipelines, SQL, Python, PySpark/Spark, Docker/Kubernetes"
JOB-0122,Machine Learning Engineer,North America,Junior,"Seeking Junior Machine Learning Engineer proficient in PyTorch, Python, Docker/Kubernetes, Deep Learning, Git/CI-CD, Cloud (AWS/GCP/Azure).","PyTorch, Python, Docker/Kubernetes, Deep Learning, Git/CI-CD, Cloud (AWS/GCP/Azure)"
JOB-0123,AI Research Scientist,Europe,Lead,"Seeking Lead AI Research Scientist proficient in Mathematics, Python, LLMs/NLP, Deep Learning.","Mathematics, Python, LLMs/NLP, Deep Learning"
JOB-0124,Cloud Solution Architect,Europe,Senior,"Seeking Senior Cloud Solution Architect proficient in Cloud (AWS/GCP/Azure), Python, Docker/Kubernetes, Git/CI-CD, Go, Linux.","Cloud (AWS/GCP/Azure), Python, Docker/Kubernetes, Git/CI-CD, Go, Linux"
JOB-0125,BI Developer,North America,Senior,"Seeking Senior BI Developer proficient in Excel, SQL, Python, ETL Pipelines, Data Modeling, Tableau/PowerBI.","Excel, SQL, Python, ETL Pipelines, Data Modeling, Tableau/PowerBI"
JOB-0126,BI Developer,North America,Junior,"Seeking Junior BI Developer proficient in Excel, Tableau/PowerBI, SQL, Python, Data Modeling, ETL Pipelines.","Excel, Tableau/PowerBI, SQL, Python, Data Modeling, ETL Pipelines"
JOB-0127,AI Research Scientist,Europe,Mid-Level,"Seeking Mid-Level AI Research Scientist proficient in TensorFlow, Mathematics, Deep Learning, Python.","TensorFlow, Mathematics, Deep Learning, Python"
JOB-0128,AI Research Scientist,North America,Junior,"Seeking Junior AI Research Scientist proficient in LLMs/NLP, Mathematics, Deep Learning, PyTorch, Python.","LLMs/NLP, Mathematics, Deep Learning, PyTorch, Python"
JOB-0129,Data Scientist,Asia-Pacific,Mid-Level,"Seeking Mid-Level Data Scientist proficient in R, Machine Learning, Tableau/PowerBI, Scikit-Learn, SQL, Data Modeling.","R, Machine Learning, Tableau/PowerBI, Scikit-Learn, SQL, Data Modeling"
JOB-0130,Machine Learning Engineer,Europe,Mid-Level,"Seeking Mid-Level Machine Learning Engineer proficient in Deep Learning, Cloud (AWS/GCP/Azure), Docker/Kubernetes, MLOps, PyTorch, Git/CI-CD, Python.","Deep Learning, Cloud (AWS/GCP/Azure), Docker/Kubernetes, MLOps, PyTorch, Git/CI-CD, Python"
JOB-0131,Cloud Solution Architect,Europe,Senior,"Seeking Senior Cloud Solution Architect proficient in Go, Cloud (AWS/GCP/Azure), Linux, Git/CI-CD, Python.","Go, Cloud (AWS/GCP/Azure), Linux, Git/CI-CD, Python"
JOB-0132,Machine Learning Engineer,Europe,Senior,"Seeking Senior Machine Learning Engineer proficient in Cloud (AWS/GCP/Azure), Git/CI-CD, PyTorch, Deep Learning, Python, MLOps, Docker/Kubernetes.","Cloud (AWS/GCP/Azure), Git/CI-CD, PyTorch, Deep Learning, Python, MLOps, Docker/Kubernetes"
JOB-0133,Machine Learning Engineer,North America,Senior,"Seeking Senior Machine Learning Engineer proficient in Git/CI-CD, Docker/Kubernetes, Python, MLOps, Cloud (AWS/GCP/Azure), PyTorch.","Git/CI-CD, Docker/Kubernetes, Python, MLOps, Cloud (AWS/GCP/Azure), PyTorch"
JOB-0134,Machine Learning Engineer,Asia-Pacific,Junior,"Seeking Junior Machine Learning Engineer proficient in Git/CI-CD, PyTorch, Python, Docker/Kubernetes, Cloud (AWS/GCP/Azure), MLOps, Deep Learning.","Git/CI-CD, PyTorch, Python, Docker/Kubernetes, Cloud (AWS/GCP/Azure), MLOps, Deep Learning"
JOB-0135,Machine Learning Engineer,North America,Lead,"Seeking Lead Machine Learning Engineer proficient in Python, PyTorch, Git/CI-CD, Cloud (AWS/GCP/Azure).","Python, PyTorch, Git/CI-CD, Cloud (AWS/GCP/Azure)"
JOB-0136,BI Developer,North America,Junior,"Seeking Junior BI Developer proficient in Excel, ETL Pipelines, SQL, Tableau/PowerBI.","Excel, ETL Pipelines, SQL, Tableau/PowerBI"
JOB-0137,Data Engineer,Europe,Mid-Level,"Seeking Mid-Level Data Engineer proficient in ETL Pipelines, Docker/Kubernetes, Python, Cloud (AWS/GCP/Azure), PySpark/Spark.","ETL Pipelines, Docker/Kubernetes, Python, Cloud (AWS/GCP/Azure), PySpark/Spark"
JOB-0138,Cloud Solution Architect,North America,Junior,"Seeking Junior Cloud Solution Architect proficient in Cloud (AWS/GCP/Azure), Go, Python, Linux, Docker/Kubernetes, Git/CI-CD.","Cloud (AWS/GCP/Azure), Go, Python, Linux, Docker/Kubernetes, Git/CI-CD"
JOB-0139,Data Scientist,North America,Senior,"Seeking Senior Data Scientist proficient in Machine Learning, SQL, Python, Data Modeling, Tableau/PowerBI, R.","Machine Learning, SQL, Python, Data Modeling, Tableau/PowerBI, R"
JOB-0140,Data Engineer,North America,Senior,"Seeking Senior Data Engineer proficient in PySpark/Spark, NoSQL, Python, ETL Pipelines, SQL, Docker/Kubernetes.","PySpark/Spark, NoSQL, Python, ETL Pipelines, SQL, Docker/Kubernetes"
JOB-0141,Data Engineer,Europe,Senior,"Seeking Senior Data Engineer proficient in Cloud (AWS/GCP/Azure), Python, SQL, NoSQL, Docker/Kubernetes, ETL Pipelines, PySpark/Spark.","Cloud (AWS/GCP/Azure), Python, SQL, NoSQL, Docker/Kubernetes, ETL Pipelines, PySpark/Spark"
JOB-0142,AI Research Scientist,North America,Senior,"Seeking Senior AI Research Scientist proficient in Mathematics, LLMs/NLP, Deep Learning, TensorFlow, Python.","Mathematics, LLMs/NLP, Deep Learning, TensorFlow, Python"
JOB-0143,AI Research Scientist,Asia-Pacific,Junior,"Seeking Junior AI Research Scientist proficient in LLMs/NLP, Mathematics, Deep Learning, TensorFlow, Python.","LLMs/NLP, Mathematics, Deep Learning, TensorFlow, Python"
JOB-0144,Data Engineer,North America,Mid-Level,"Seeking Mid-Level Data Engineer proficient in ETL Pipelines, PySpark/Spark, Cloud (AWS/GCP/Azure), SQL, Docker/Kubernetes, NoSQL.","ETL Pipelines, PySpark/Spark, Cloud (AWS/GCP/Azure), SQL, Docker/Kubernetes, NoSQL"
JOB-0145,BI Developer,North America,Junior,"Seeking Junior BI Developer proficient in Data Modeling, Python, SQL, Excel, Tableau/PowerBI, ETL Pipelines.","Data Modeling, Python, SQL, Excel, Tableau/PowerBI, ETL Pipelines"
JOB-0146,BI Developer,Europe,Mid-Level,"Seeking Mid-Level BI Developer proficient in ETL Pipelines, Excel, Python, Data Modeling, Tableau/PowerBI, SQL.","ETL Pipelines, Excel, Python, Data Modeling, Tableau/PowerBI, SQL"
JOB-0147,Machine Learning Engineer,Europe,Junior,"Seeking Junior Machine Learning Engineer proficient in Deep Learning, Git/CI-CD, Cloud (AWS/GCP/Azure), PyTorch.","Deep Learning, Git/CI-CD, Cloud (AWS/GCP/Azure), PyTorch"
JOB-0148,AI Research Scientist,North America,Senior,"Seeking Senior AI Research Scientist proficient in Mathematics, Deep Learning, Python, LLMs/NLP.","Mathematics, Deep Learning, Python, LLMs/NLP"
JOB-0149,Cloud Solution Architect,Europe,Mid-Level,"Seeking Mid-Level Cloud Solution Architect proficient in Python, Git/CI-CD, Go, Docker/Kubernetes.","Python, Git/CI-CD, Go, Docker/Kubernetes"
JOB-0150,AI Research Scientist,North America,Junior,"Seeking Junior AI Research Scientist proficient in Mathematics, Deep Learning, PyTorch, LLMs/NLP, TensorFlow, Python.","Mathematics, Deep Learning, PyTorch, LLMs/NLP, TensorFlow, Python"
JOB-0151,AI Research Scientist,Europe,Senior,"Seeking Senior AI Research Scientist proficient in TensorFlow, LLMs/NLP, Mathematics, PyTorch, Python.","TensorFlow, LLMs/NLP, Mathematics, PyTorch, Python"
JOB-0152,BI Developer,Europe,Lead,"Seeking Lead BI Developer proficient in Tableau/PowerBI, Python, Excel, SQL, Data Modeling.","Tableau/PowerBI, Python, Excel, SQL, Data Modeling"
JOB-0153,Cloud Solution Architect,Europe,Junior,"Seeking Junior Cloud Solution Architect proficient in Docker/Kubernetes, Linux, Cloud (AWS/GCP/Azure), Go.","Docker/Kubernetes, Linux, Cloud (AWS/GCP/Azure), Go"
JOB-0154,Data Engineer,Asia-Pacific,Senior,"Seeking Senior Data Engineer proficient in ETL Pipelines, PySpark/Spark, SQL, NoSQL, Cloud (AWS/GCP/Azure), Python.","ETL Pipelines, PySpark/Spark, SQL, NoSQL, Cloud (AWS/GCP/Azure), Python"
JOB-0155,Cloud Solution Architect,Europe,Senior,"Seeking Senior Cloud Solution Architect proficient in Linux, Python, Docker/Kubernetes, Cloud (AWS/GCP/Azure), Git/CI-CD, Go.","Linux, Python, Docker/Kubernetes, Cloud (AWS/GCP/Azure), Git/CI-CD, Go"
JOB-0156,AI Research Scientist,North America,Junior,"Seeking Junior AI Research Scientist proficient in TensorFlow, Mathematics, LLMs/NLP, Python, Deep Learning.","TensorFlow, Mathematics, LLMs/NLP, Python, Deep Learning"
JOB-0157,Machine Learning Engineer,North America,Junior,"Seeking Junior Machine Learning Engineer proficient in Cloud (AWS/GCP/Azure), Deep Learning, MLOps, Git/CI-CD, Docker/Kubernetes, Python.","Cloud (AWS/GCP/Azure), Deep Learning, MLOps, Git/CI-CD, Docker/Kubernetes, Python"
JOB-0158,Cloud Solution Architect,Europe,Mid-Level,"Seeking Mid-Level Cloud Solution Architect proficient in Linux, Python, Cloud (AWS/GCP/Azure), Git/CI-CD, Go.","Linux, Python, Cloud (AWS/GCP/Azure), Git/CI-CD, Go"
JOB-0159,Data Engineer,Asia-Pacific,Junior,"Seeking Junior Data Engineer proficient in Cloud (AWS/GCP/Azure), NoSQL, Python, ETL Pipelines.","Cloud (AWS/GCP/Azure), NoSQL, Python, ETL Pipelines"
JOB-0160,Data Engineer,Europe,Junior,"Seeking Junior Data Engineer proficient in ETL Pipelines, NoSQL, Docker/Kubernetes, PySpark/Spark.","ETL Pipelines, NoSQL, Docker/Kubernetes, PySpark/Spark"
JOB-0161,Data Engineer,Asia-Pacific,Junior,"Seeking Junior Data Engineer proficient in NoSQL, Cloud (AWS/GCP/Azure), Docker/Kubernetes, ETL Pipelines, SQL.","NoSQL, Cloud (AWS/GCP/Azure), Docker/Kubernetes, ETL Pipelines, SQL"
JOB-0162,BI Developer,Asia-Pacific,Mid-Level,"Seeking Mid-Level BI Developer proficient in ETL Pipelines, Python, Tableau/PowerBI, Data Modeling, SQL, Excel.","ETL Pipelines, Python, Tableau/PowerBI, Data Modeling, SQL, Excel"
JOB-0163,AI Research Scientist,Europe,Mid-Level,"Seeking Mid-Level AI Research Scientist proficient in LLMs/NLP, Python, Deep Learning, Mathematics, PyTorch, TensorFlow.","LLMs/NLP, Python, Deep Learning, Mathematics, PyTorch, TensorFlow"
JOB-0164,Machine Learning Engineer,Europe,Lead,"Seeking Lead Machine Learning Engineer proficient in Deep Learning, Python, Docker/Kubernetes, PyTorch, Git/CI-CD, MLOps.","Deep Learning, Python, Docker/Kubernetes, PyTorch, Git/CI-CD, MLOps"
JOB-0165,Data Engineer,North America,Senior,"Seeking Senior Data Engineer proficient in ETL Pipelines, Cloud (AWS/GCP/Azure), PySpark/Spark, Docker/Kubernetes, Python, SQL.","ETL Pipelines, Cloud (AWS/GCP/Azure), PySpark/Spark, Docker/Kubernetes, Python, SQL"
JOB-0166,AI Research Scientist,Europe,Lead,"Seeking Lead AI Research Scientist proficient in TensorFlow, Python, Deep Learning, Mathematics.","TensorFlow, Python, Deep Learning, Mathematics"
JOB-0167,Data Engineer,Asia-Pacific,Mid-Level,"Seeking Mid-Level Data Engineer proficient in NoSQL, SQL, ETL Pipelines, PySpark/Spark, Docker/Kubernetes, Cloud (AWS/GCP/Azure).","NoSQL, SQL, ETL Pipelines, PySpark/Spark, Docker/Kubernetes, Cloud (AWS/GCP/Azure)"
JOB-0168,BI Developer,North America,Mid-Level,"Seeking Mid-Level BI Developer proficient in Data Modeling, Tableau/PowerBI, SQL, ETL Pipelines.","Data Modeling, Tableau/PowerBI, SQL, ETL Pipelines"
JOB-0169,Cloud Solution Architect,Asia-Pacific,Mid-Level,"Seeking Mid-Level Cloud Solution Architect proficient in Git/CI-CD, Docker/Kubernetes, Linux, Python, Go.","Git/CI-CD, Docker/Kubernetes, Linux, Python, Go"
JOB-0170,Machine Learning Engineer,North America,Mid-Level,"Seeking Mid-Level Machine Learning Engineer proficient in Docker/Kubernetes, Python, Git/CI-CD, MLOps, Cloud (AWS/GCP/Azure), PyTorch, Deep Learning.","Docker/Kubernetes, Python, Git/CI-CD, MLOps, Cloud (AWS/GCP/Azure), PyTorch, Deep Learning"
JOB-0171,Machine Learning Engineer,North America,Junior,"Seeking Junior Machine Learning Engineer proficient in Cloud (AWS/GCP/Azure), PyTorch, Docker/Kubernetes, Git/CI-CD, Deep Learning.","Cloud (AWS/GCP/Azure), PyTorch, Docker/Kubernetes, Git/CI-CD, Deep Learning"
JOB-0172,AI Research Scientist,Europe,Senior,"Seeking Senior AI Research Scientist proficient in Deep Learning, LLMs/NLP, Python, PyTorch, TensorFlow.","Deep Learning, LLMs/NLP, Python, PyTorch, TensorFlow"
JOB-0173,Machine Learning Engineer,Europe,Lead,"Seeking Lead Machine Learning Engineer proficient in MLOps, PyTorch, Python, Docker/Kubernetes, Deep Learning, Git/CI-CD.","MLOps, PyTorch, Python, Docker/Kubernetes, Deep Learning, Git/CI-CD"
JOB-0174,Data Scientist,North America,Junior,"Seeking Junior Data Scientist proficient in Scikit-Learn, Machine Learning, Tableau/PowerBI, SQL, R.","Scikit-Learn, Machine Learning, Tableau/PowerBI, SQL, R"
JOB-0175,AI Research Scientist,Europe,Senior,"Seeking Senior AI Research Scientist proficient in Deep Learning, Mathematics, PyTorch, LLMs/NLP.","Deep Learning, Mathematics, PyTorch, LLMs/NLP"
JOB-0176,AI Research Scientist,North America,Senior,"Seeking Senior AI Research Scientist proficient in Deep Learning, Mathematics, TensorFlow, LLMs/NLP, Python.","Deep Learning, Mathematics, TensorFlow, LLMs/NLP, Python"
JOB-0177,Data Engineer,North America,Lead,"Seeking Lead Data Engineer proficient in ETL Pipelines, Cloud (AWS/GCP/Azure), PySpark/Spark, NoSQL.","ETL Pipelines, Cloud (AWS/GCP/Azure), PySpark/Spark, NoSQL"
JOB-0178,Data Scientist,Europe,Lead,"Seeking Lead Data Scientist proficient in R, Machine Learning, Data Modeling, Python, Tableau/PowerBI, Scikit-Learn.","R, Machine Learning, Data Modeling, Python, Tableau/PowerBI, Scikit-Learn"
JOB-0179,Data Scientist,Asia-Pacific,Junior,"Seeking Junior Data Scientist proficient in Data Modeling, Scikit-Learn, R, Machine Learning, SQL, Tableau/PowerBI.","Data Modeling, Scikit-Learn, R, Machine Learning, SQL, Tableau/PowerBI"
JOB-0180,Cloud Solution Architect,North America,Lead,"Seeking Lead Cloud Solution Architect proficient in Git/CI-CD, Cloud (AWS/GCP/Azure), Go, Python, Docker/Kubernetes, Linux.","Git/CI-CD, Cloud (AWS/GCP/Azure), Go, Python, Docker/Kubernetes, Linux"
JOB-0181,Cloud Solution Architect,North America,Lead,"Seeking Lead Cloud Solution Architect proficient in Git/CI-CD, Go, Python, Docker/Kubernetes.","Git/CI-CD, Go, Python, Docker/Kubernetes"
JOB-0182,BI Developer,Europe,Mid-Level,"Seeking Mid-Level BI Developer proficient in Python, Excel, ETL Pipelines, SQL, Data Modeling, Tableau/PowerBI.","Python, Excel, ETL Pipelines, SQL, Data Modeling, Tableau/PowerBI"
JOB-0183,BI Developer,Europe,Lead,"Seeking Lead BI Developer proficient in Tableau/PowerBI, Excel, SQL, ETL Pipelines.","Tableau/PowerBI, Excel, SQL, ETL Pipelines"
JOB-0184,Data Engineer,North America,Junior,"Seeking Junior Data Engineer proficient in PySpark/Spark, Cloud (AWS/GCP/Azure), SQL, Docker/Kubernetes, Python.","PySpark/Spark, Cloud (AWS/GCP/Azure), SQL, Docker/Kubernetes, Python"
JOB-0185,AI Research Scientist,Asia-Pacific,Senior,"Seeking Senior AI Research Scientist proficient in Deep Learning, Python, TensorFlow, LLMs/NLP, Mathematics, PyTorch.","Deep Learning, Python, TensorFlow, LLMs/NLP, Mathematics, PyTorch"
JOB-0186,BI Developer,Asia-Pacific,Mid-Level,"Seeking Mid-Level BI Developer proficient in ETL Pipelines, Tableau/PowerBI, Data Modeling, SQL, Excel.","ETL Pipelines, Tableau/PowerBI, Data Modeling, SQL, Excel"
JOB-0187,AI Research Scientist,Europe,Junior,"Seeking Junior AI Research Scientist proficient in Deep Learning, TensorFlow, Mathematics, LLMs/NLP.","Deep Learning, TensorFlow, Mathematics, LLMs/NLP"
JOB-0188,BI Developer,North America,Senior,"Seeking Senior BI Developer proficient in Python, Excel, ETL Pipelines, Data Modeling, Tableau/PowerBI.","Python, Excel, ETL Pipelines, Data Modeling, Tableau/PowerBI"
JOB-0189,AI Research Scientist,North America,Lead,"Seeking Lead AI Research Scientist proficient in Deep Learning, PyTorch, Python, Mathematics, TensorFlow.","Deep Learning, PyTorch, Python, Mathematics, TensorFlow"
JOB-0190,BI Developer,Europe,Mid-Level,"Seeking Mid-Level BI Developer proficient in SQL, Excel, Data Modeling, ETL Pipelines.","SQL, Excel, Data Modeling, ETL Pipelines"
JOB-0191,Data Scientist,Asia-Pacific,Senior,"Seeking Senior Data Scientist proficient in Machine Learning, R, Python, Tableau/PowerBI.","Machine Learning, R, Python, Tableau/PowerBI"
JOB-0192,AI Research Scientist,North America,Mid-Level,"Seeking Mid-Level AI Research Scientist proficient in Python, LLMs/NLP, Deep Learning, PyTorch, Mathematics, TensorFlow.","Python, LLMs/NLP, Deep Learning, PyTorch, Mathematics, TensorFlow"
JOB-0193,Data Scientist,North America,Junior,"Seeking Junior Data Scientist proficient in R, Scikit-Learn, Machine Learning, Data Modeling, Tableau/PowerBI, SQL, Python.","R, Scikit-Learn, Machine Learning, Data Modeling, Tableau/PowerBI, SQL, Python"
JOB-0194,AI Research Scientist,Europe,Lead,"Seeking Lead AI Research Scientist proficient in Deep Learning, Python, TensorFlow, PyTorch, LLMs/NLP.","Deep Learning, Python, TensorFlow, PyTorch, LLMs/NLP"
JOB-0195,Data Engineer,Asia-Pacific,Lead,"Seeking Lead Data Engineer proficient in PySpark/Spark, Python, SQL, ETL Pipelines, Docker/Kubernetes, Cloud (AWS/GCP/Azure), NoSQL.","PySpark/Spark, Python, SQL, ETL Pipelines, Docker/Kubernetes, Cloud (AWS/GCP/Azure), NoSQL"
JOB-0196,Cloud Solution Architect,North America,Junior,"Seeking Junior Cloud Solution Architect proficient in Go, Linux, Docker/Kubernetes, Cloud (AWS/GCP/Azure).","Go, Linux, Docker/Kubernetes, Cloud (AWS/GCP/Azure)"
JOB-0197,BI Developer,North America,Junior,"Seeking Junior BI Developer proficient in Data Modeling, Excel, Tableau/PowerBI, ETL Pipelines, Python, SQL.","Data Modeling, Excel, Tableau/PowerBI, ETL Pipelines, Python, SQL"
JOB-0198,Cloud Solution Architect,Europe,Lead,"Seeking Lead Cloud Solution Architect proficient in Git/CI-CD, Docker/Kubernetes, Go, Linux, Python.","Git/CI-CD, Docker/Kubernetes, Go, Linux, Python"
JOB-0199,Data Engineer,Asia-Pacific,Lead,"Seeking Lead Data Engineer proficient in Python, Docker/Kubernetes, PySpark/Spark, SQL, NoSQL, Cloud (AWS/GCP/Azure).","Python, Docker/Kubernetes, PySpark/Spark, SQL, NoSQL, Cloud (AWS/GCP/Azure)"
JOB-0200,Cloud Solution Architect,Europe,Junior,"Seeking Junior Cloud Solution Architect proficient in Git/CI-CD, Go, Linux, Docker/Kubernetes, Cloud (AWS/GCP/Azure).","Git/CI-CD, Go, Linux, Docker/Kubernetes, Cloud (AWS/GCP/Azure)"
JOB-0201,Machine Learning Engineer,North America,Mid-Level,"Seeking Mid-Level Machine Learning Engineer proficient in Python, Deep Learning, Docker/Kubernetes, Cloud (AWS/GCP/Azure), PyTorch.","Python, Deep Learning, Docker/Kubernetes, Cloud (AWS/GCP/Azure), PyTorch"
JOB-0202,AI Research Scientist,North America,Junior,"Seeking Junior AI Research Scientist proficient in LLMs/NLP, Python, TensorFlow, Deep Learning, PyTorch.","LLMs/NLP, Python, TensorFlow, Deep Learning, PyTorch"
JOB-0203,BI Developer,North America,Junior,"Seeking Junior BI Developer proficient in Data Modeling, Excel, Python, Tableau/PowerBI.","Data Modeling, Excel, Python, Tableau/PowerBI"
JOB-0204,Data Engineer,Europe,Lead,"Seeking Lead Data Engineer proficient in Cloud (AWS/GCP/Azure), Docker/Kubernetes, ETL Pipelines, PySpark/Spark.","Cloud (AWS/GCP/Azure), Docker/Kubernetes, ETL Pipelines, PySpark/Spark"
JOB-0205,BI Developer,Europe,Lead,"Seeking Lead BI Developer proficient in Data Modeling, Excel, SQL, ETL Pipelines.","Data Modeling, Excel, SQL, ETL Pipelines"
JOB-0206,Machine Learning Engineer,North America,Junior,"Seeking Junior Machine Learning Engineer proficient in Docker/Kubernetes, MLOps, Deep Learning, PyTorch, Cloud (AWS/GCP/Azure).","Docker/Kubernetes, MLOps, Deep Learning, PyTorch, Cloud (AWS/GCP/Azure)"
JOB-0207,Data Scientist,Asia-Pacific,Mid-Level,"Seeking Mid-Level Data Scientist proficient in Python, Scikit-Learn, SQL, Tableau/PowerBI, Machine Learning.","Python, Scikit-Learn, SQL, Tableau/PowerBI, Machine Learning"
JOB-0208,Machine Learning Engineer,Asia-Pacific,Junior,"Seeking Junior Machine Learning Engineer proficient in Cloud (AWS/GCP/Azure), MLOps, Git/CI-CD, PyTorch, Python, Deep Learning.","Cloud (AWS/GCP/Azure), MLOps, Git/CI-CD, PyTorch, Python, Deep Learning"
JOB-0209,Machine Learning Engineer,Europe,Lead,"Seeking Lead Machine Learning Engineer proficient in Git/CI-CD, Python, Docker/Kubernetes, MLOps, Deep Learning, Cloud (AWS/GCP/Azure), PyTorch.","Git/CI-CD, Python, Docker/Kubernetes, MLOps, Deep Learning, Cloud (AWS/GCP/Azure), PyTorch"
JOB-0210,Data Engineer,Asia-Pacific,Lead,"Seeking Lead Data Engineer proficient in Cloud (AWS/GCP/Azure), SQL, NoSQL, ETL Pipelines, Python.","Cloud (AWS/GCP/Azure), SQL, NoSQL, ETL Pipelines, Python"
JOB-0211,Machine Learning Engineer,North America,Mid-Level,"Seeking Mid-Level Machine Learning Engineer proficient in MLOps, Git/CI-CD, Python, Docker/Kubernetes, Cloud (AWS/GCP/Azure), Deep Learning.","MLOps, Git/CI-CD, Python, Docker/Kubernetes, Cloud (AWS/GCP/Azure), Deep Learning"
JOB-0212,AI Research Scientist,Europe,Senior,"Seeking Senior AI Research Scientist proficient in PyTorch, TensorFlow, Deep Learning, Python, LLMs/NLP, Mathematics.","PyTorch, TensorFlow, Deep Learning, Python, LLMs/NLP, Mathematics"
JOB-0213,AI Research Scientist,Europe,Senior,"Seeking Senior AI Research Scientist proficient in LLMs/NLP, Python, Deep Learning, TensorFlow, PyTorch.","LLMs/NLP, Python, Deep Learning, TensorFlow, PyTorch"
JOB-0214,Machine Learning Engineer,Europe,Lead,"Seeking Lead Machine Learning Engineer proficient in Deep Learning, Cloud (AWS/GCP/Azure), PyTorch, Python, Git/CI-CD.","Deep Learning, Cloud (AWS/GCP/Azure), PyTorch, Python, Git/CI-CD"
JOB-0215,Machine Learning Engineer,Asia-Pacific,Junior,"Seeking Junior Machine Learning Engineer proficient in Docker/Kubernetes, Deep Learning, Python, Cloud (AWS/GCP/Azure), MLOps.","Docker/Kubernetes, Deep Learning, Python, Cloud (AWS/GCP/Azure), MLOps"
JOB-0216,Cloud Solution Architect,North America,Lead,"Seeking Lead Cloud Solution Architect proficient in Linux, Docker/Kubernetes, Python, Go, Git/CI-CD.","Linux, Docker/Kubernetes, Python, Go, Git/CI-CD"
JOB-0217,Data Scientist,Europe,Lead,"Seeking Lead Data Scientist proficient in Python, Tableau/PowerBI, SQL, Machine Learning, Scikit-Learn, Data Modeling, R.","Python, Tableau/PowerBI, SQL, Machine Learning, Scikit-Learn, Data Modeling, R"
JOB-0218,Data Engineer,Europe,Mid-Level,"Seeking Mid-Level Data Engineer proficient in Python, Docker/Kubernetes, SQL, PySpark/Spark.","Python, Docker/Kubernetes, SQL, PySpark/Spark"
